buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
3950.0,79.0,100.0,0.0,143.44012475718858,7900,3950.0,73.7863380908966
4000.0,80.0,100.0,0.0,146.06467124423523,8000,4000.0,74.47096657752991
4050.0,81.0,100.0,0.0,16.71265567961587,8100,4050.0,80.45445609092712
4100.0,82.0,100.0,0.0,156.3787192713295,8200,4100.0,81.09392952919006
4150.0,83.0,100.0,0.0,141.78846045930183,8300,4150.0,81.7992057800293
4200.0,84.0,100.0,0.0,137.84501480231157,8400,4200.0,82.52465796470642
4250.0,85.0,100.0,0.0,140.7837467982746,8500,4250.0,83.23496747016907
4300.0,86.0,100.0,0.0,141.52733162370092,8600,4300.0,83.94154500961304
4350.0,87.0,100.0,0.0,144.98072594337796,8700,4350.0,84.63129186630249
4400.0,88.0,100.0,0.0,143.3852044304663,8800,4400.0,85.32871413230896
4450.0,89.0,100.0,0.0,150.74145114609468,8900,4450.0,85.99210214614868
4500.0,90.0,100.0,0.0,151.82132569431323,9000,4500.0,86.65077137947083
4550.0,91.0,100.0,0.0,147.44285685158846,9100,4550.0,87.32900023460388
4600.0,92.0,100.0,0.0,141.52460962925196,9200,4600.0,88.03559136390686
4650.0,93.0,100.0,0.0,146.80787762836707,9300,4650.0,88.71675372123718
4700.0,94.0,100.0,11.0,144.46249999138936,9400,4700.0,89.40897512435913
4750.0,95.0,100.0,0.0,140.43441110215278,9500,4750.0,90.12105131149292
4800.0,96.0,100.0,0.0,143.41937758313122,9600,4800.0,90.81830739974976
4850.0,97.0,100.0,0.0,147.68473249839175,9700,4850.0,91.49542593955994
4900.0,98.0,100.0,0.0,153.9105453373879,9800,4900.0,92.14515423774719
4950.0,99.0,100.0,15.0,147.15797635608666,9900,4950.0,92.8246967792511
5000.0,100.0,100.0,16.0,142.77198576876836,10000,5000.0,93.52511477470398
5050.0,101.0,100.0,0.0,15.227088631932542,10100,5050.0,100.0923581123352
5100.0,102.0,100.0,0.0,148.13162486919344,10200,5100.0,100.7674343585968
5150.0,103.0,100.0,0.0,150.33029767470867,10300,5150.0,101.43263602256775
5200.0,104.0,100.0,0.0,149.86304639415056,10400,5200.0,102.09991240501404
5250.0,105.0,100.0,0.0,148.27683973333313,10500,5250.0,102.77432656288147
5300.0,106.0,100.0,0.0,147.41606521826998,10600,5300.0,103.4526789188385
5350.0,107.0,100.0,0.0,152.92347416659283,10700,5350.0,104.10660099983215
5400.0,108.0,100.0,0.0,143.2607108139993,10800,5400.0,104.80462908744812
5450.0,109.0,100.0,0.0,146.47151119077876,10900,5450.0,105.48735618591309
5500.0,110.0,100.0,0.0,150.54240149770578,11000,5500.0,106.15162086486816
5550.0,111.0,100.0,11.0,151.27730611741427,11100,5550.0,106.81265878677368
5600.0,112.0,100.0,0.0,143.09092199278388,11200,5600.0,107.51151537895203
5650.0,113.0,100.0,0.0,146.1326603031214,11300,5650.0,108.19582509994507
5700.0,114.0,100.0,0.0,147.54025931997103,11400,5700.0,108.87360668182373
5750.0,115.0,100.0,0.0,154.46044953792276,11500,5750.0,109.52102208137512
5800.0,116.0,100.0,0.0,147.99343004782799,11600,5800.0,110.19672775268555
5850.0,117.0,100.0,0.0,145.5889468718695,11700,5850.0,110.88359379768372
5900.0,118.0,100.0,0.0,147.95584222714902,11800,5900.0,111.5594711303711
5950.0,119.0,100.0,0.0,143.136579734162,11900,5950.0,112.2581045627594
6000.0,120.0,100.0,0.0,144.0376380088944,12000,6000.0,112.95236802101135
6050.0,121.0,100.0,11.0,15.192658210975013,12100,6050.0,119.53449535369873
6100.0,122.0,100.0,0.0,154.74121647147714,12200,6100.0,120.18073558807373
6150.0,123.0,100.0,0.0,150.36770017548798,12300,6150.0,120.84577250480652
6200.0,124.0,100.0,0.0,149.69328306325778,12400,6200.0,121.5138053894043
6250.0,125.0,100.0,0.0,154.63459073284625,12500,6250.0,122.16049122810364
6300.0,126.0,100.0,0.0,160.73406533439,12600,6300.0,122.78263711929321
6350.0,127.0,100.0,0.0,144.1929253640831,12700,6350.0,123.4761528968811
6400.0,128.0,100.0,0.0,151.5388898142103,12800,6400.0,124.13604927062988
6450.0,129.0,100.0,0.0,160.28076525652236,12900,6450.0,124.75995469093323
6500.0,130.0,100.0,0.0,151.51239519255742,13000,6500.0,125.41996741294861
6550.0,131.0,100.0,6.0,162.4366992032891,13100,6550.0,126.03559231758118
6600.0,132.0,100.0,31.0,154.33365002432217,13200,6600.0,126.68353915214539
6650.0,133.0,100.0,0.0,155.1953176888748,13300,6650.0,127.32788848876953
6700.0,134.0,100.0,0.0,150.42092571380206,13400,6700.0,127.99269032478333
6750.0,135.0,100.0,0.0,146.29010217242845,13500,6750.0,128.67626357078552
6800.0,136.0,100.0,0.0,147.46680655191764,13600,6800.0,129.35438299179077
6850.0,137.0,100.0,0.0,151.99997390747518,13700,6850.0,130.0122776031494
6900.0,138.0,100.0,24.0,147.6966416767319,13800,6900.0,130.68934154510498
6950.0,139.0,100.0,0.0,147.91175308920612,13900,6950.0,131.36542081832886
7000.0,140.0,100.0,12.0,150.14238150654847,14000,7000.0,132.0314552783966
7050.0,141.0,100.0,23.0,15.841972481005836,14100,7050.0,138.34380078315735
7100.0,142.0,100.0,0.0,160.0079960050494,14200,7100.0,138.96876978874207
7150.0,143.0,100.0,0.0,161.26988716540077,14300,7150.0,139.5888488292694
7200.0,144.0,100.0,33.0,150.53845720391314,14400,7200.0,140.25313138961792
7250.0,145.0,100.0,0.0,147.20001572265792,14500,7250.0,140.93247938156128
7300.0,146.0,100.0,0.0,144.16581510510383,14600,7300.0,141.62612557411194
7350.0,147.0,100.0,0.0,154.39546079324214,14700,7350.0,142.27381324768066
7400.0,148.0,100.0,1.0,146.5159229327609,14800,7400.0,142.9563331604004
7450.0,149.0,100.0,0.0,143.44346056035337,14900,7450.0,143.6534721851349
7500.0,150.0,100.0,0.0,146.22584084223325,15000,7500.0,144.33734583854675
7550.0,151.0,100.0,0.0,152.2112948998033,15100,7550.0,144.99432730674744
7600.0,152.0,100.0,0.0,154.90197454311107,15200,7600.0,145.639897108078
7650.0,153.0,100.0,37.0,149.9299019485185,15300,7650.0,146.306875705719
7700.0,154.0,100.0,32.0,147.17744369133857,15400,7700.0,146.98632788658142
7750.0,155.0,100.0,0.0,150.4275613241974,15500,7750.0,147.65109992027283
7800.0,156.0,100.0,0.0,158.22099161987464,15600,7800.0,148.28312730789185
7850.0,157.0,100.0,14.0,148.19411668893187,15700,7850.0,148.95791840553284
7900.0,158.0,100.0,34.0,148.7923822686675,15800,7900.0,149.62999606132507
7950.0,159.0,100.0,30.0,156.31035904056097,15900,7950.0,150.2697491645813
8000.0,160.0,100.0,33.0,141.1529210714864,16000,8000.0,150.978200674057
8050.0,161.0,100.0,0.0,15.957670875473141,16100,8050.0,157.244779586792
8100.0,162.0,100.0,0.0,149.0732997225959,16200,8100.0,157.91559076309204
8150.0,163.0,100.0,6.0,147.19309358577306,16300,8150.0,158.59497117996216
8200.0,164.0,100.0,0.0,137.7225803676473,16400,8200.0,159.32106852531433
8250.0,165.0,100.0,0.0,154.18920150928304,16500,8250.0,159.9696226119995
8300.0,166.0,100.0,0.0,148.72368935667305,16600,8300.0,160.64201068878174
8350.0,167.0,100.0,0.0,156.41143443576632,16700,8350.0,161.2813503742218
8400.0,168.0,100.0,32.0,140.58093861978563,16800,8400.0,161.99268460273743
8450.0,169.0,100.0,0.0,142.97463866921188,16900,8450.0,162.69210958480835
8500.0,170.0,100.0,0.0,150.88770509023826,17000,8500.0,163.35485458374023
8550.0,171.0,100.0,0.0,148.27699698977798,17100,8550.0,164.0292682647705
8600.0,172.0,100.0,34.0,158.6328158536599,17200,8600.0,164.65965509414673
8650.0,173.0,100.0,36.0,162.2419171164034,17300,8650.0,165.27601861953735
8700.0,174.0,100.0,0.0,137.6142683250926,17400,8700.0,166.0026876926422
8750.0,175.0,100.0,35.0,141.65275233571634,17500,8750.0,166.7086398601532
8800.0,176.0,100.0,33.0,145.2159922667875,17600,8800.0,167.3972692489624
8850.0,177.0,100.0,35.0,149.07833331556182,17700,8850.0,168.06805777549744
8900.0,178.0,100.0,0.0,148.22396806453813,17800,8900.0,168.74271321296692
8950.0,179.0,100.0,0.0,161.3288161461747,17900,8950.0,169.36256551742554
9000.0,180.0,100.0,36.0,149.01768790624718,18000,9000.0,170.03362727165222
9050.0,181.0,100.0,0.0,15.628996162789424,18100,9050.0,176.43199110031128
9100.0,182.0,100.0,14.0,143.8432092338315,18200,9100.0,177.12719321250916
9150.0,183.0,100.0,0.0,155.34580083771021,18300,9150.0,177.7709183692932
9200.0,184.0,100.0,0.0,141.14954844840977,18400,9200.0,178.4793872833252
9250.0,185.0,100.0,0.0,158.7775394142162,18500,9250.0,179.10919976234436
9300.0,186.0,100.0,37.0,159.75556199677695,18600,9300.0,179.73515629768372
9350.0,187.0,100.0,0.0,154.76782449995608,18700,9350.0,180.381285905838
9400.0,188.0,100.0,0.0,148.2089885027984,18800,9400.0,181.05600881576538
9450.0,189.0,100.0,35.0,142.55449748253545,18900,9450.0,181.7574954032898
9500.0,190.0,100.0,34.0,151.05687127494787,19000,9500.0,182.41949772834778
9550.0,191.0,100.0,32.0,149.0389214258658,19100,9550.0,183.09046363830566
9600.0,192.0,100.0,0.0,140.4488478771962,19200,9600.0,183.80246686935425
9650.0,193.0,100.0,36.0,144.09667313348382,19300,9650.0,184.49644565582275
9700.0,194.0,100.0,0.0,146.97177393356824,19400,9700.0,185.17684841156006
9750.0,195.0,100.0,0.0,140.40756753318703,19500,9750.0,185.8890609741211
9800.0,196.0,100.0,0.0,142.58541586778387,19600,9800.0,186.59039497375488
9850.0,197.0,100.0,0.0,138.31969253965437,19700,9850.0,187.31335830688477
9900.0,198.0,100.0,0.0,144.94239872996258,19800,9900.0,188.00328755378723
9950.0,199.0,100.0,25.0,147.84803986884285,19900,9950.0,188.6796579360962
10000.0,200.0,100.0,0.0,144.29858904511119,20000,10000.0,189.37266635894775
10050.0,201.0,100.0,0.0,14.23592851271532,20100,10050.0,196.39714646339417
10100.0,202.0,100.0,7.0,146.86092641029143,20200,10100.0,197.078063249588
10150.0,203.0,100.0,0.0,145.48441341495226,20300,10150.0,197.76542234420776
10200.0,204.0,100.0,20.0,145.00884545161935,20400,10200.0,198.4550359249115
10250.0,205.0,100.0,0.0,151.857164683929,20500,10250.0,199.11354994773865
10300.0,206.0,100.0,26.0,156.1418993951708,20600,10300.0,199.75399327278137
10350.0,207.0,100.0,10.0,141.82125325194812,20700,10350.0,200.45910668373108
10400.0,208.0,100.0,0.0,147.2999943458321,20800,10400.0,201.13799357414246
10450.0,209.0,100.0,0.0,151.76507282675792,20900,10450.0,201.7969069480896
10500.0,210.0,100.0,0.0,149.27756532199655,21000,10500.0,202.4668002128601
10550.0,211.0,100.0,0.0,148.92593974724193,21100,10550.0,203.13827562332153
10600.0,212.0,100.0,0.0,148.91705665503417,21200,10600.0,203.8097906112671
10650.0,213.0,100.0,30.0,145.45272955521185,21300,10650.0,204.4972996711731
10700.0,214.0,100.0,2.0,143.86146397413015,21400,10700.0,205.19241333007812
10750.0,215.0,100.0,33.0,141.9138164436891,21500,10750.0,205.89706683158875
10800.0,216.0,100.0,0.0,148.05455100610848,21600,10800.0,206.57249402999878
10850.0,217.0,100.0,6.0,146.29250031478162,21700,10850.0,207.25605630874634
10900.0,218.0,100.0,0.0,143.15700085635405,21800,10900.0,207.95459032058716
10950.0,219.0,100.0,0.0,141.74648481354288,21900,10950.0,208.66007590293884
11000.0,220.0,100.0,0.0,140.467192035277,22000,11000.0,209.37198638916016
11050.0,221.0,100.0,0.0,15.680269504632111,22100,11050.0,215.74942779541016
11100.0,222.0,100.0,34.0,146.72319216301676,22200,11100.0,216.430983543396
11150.0,223.0,100.0,0.0,139.8302222752669,22300,11150.0,217.14613676071167
11200.0,224.0,100.0,30.0,141.72047813848067,22400,11200.0,217.85175156593323
11250.0,225.0,100.0,34.0,143.1540692366318,22500,11250.0,218.55029964447021
11300.0,226.0,100.0,0.0,144.36906788193158,22600,11300.0,219.2429690361023
11350.0,227.0,100.0,26.0,146.3982497706803,22700,11350.0,219.92603754997253
11400.0,228.0,100.0,0.0,154.613841764903,22800,11400.0,220.57281041145325
11450.0,229.0,100.0,0.0,144.0698464843357,22900,11450.0,221.26691818237305
11500.0,230.0,100.0,0.0,144.8177876111389,23000,11500.0,221.95744156837463
11550.0,231.0,100.0,31.0,141.78414674711112,23100,11550.0,222.66273951530457
11600.0,232.0,100.0,28.0,142.93892342825438,23200,11600.0,223.36233925819397
11650.0,233.0,100.0,0.0,145.71286432523922,23300,11650.0,224.0486204624176
11700.0,234.0,100.0,0.0,148.73144183156907,23400,11700.0,224.7209734916687
11750.0,235.0,100.0,0.0,149.94978797978936,23500,11750.0,225.38786339759827
11800.0,236.0,100.0,35.0,152.58745039175463,23600,11800.0,226.0432255268097
11850.0,237.0,100.0,0.0,149.63042821381543,23700,11850.0,226.71153903007507
11900.0,238.0,100.0,7.0,147.4671176381657,23800,11900.0,227.3896565437317
11950.0,239.0,100.0,19.0,150.0788268221591,23900,11950.0,228.05597305297852
12000.0,240.0,100.0,0.0,147.30009780663787,24000,12000.0,228.73485946655273
12050.0,241.0,100.0,26.0,14.628625000196186,24100,12050.0,235.5707721710205
12100.0,242.0,100.0,27.0,143.1553395904361,24200,12100.0,236.2693145275116
12150.0,243.0,100.0,31.0,142.42138189661378,24300,12150.0,236.97145652770996
12200.0,244.0,100.0,33.0,147.14847692718433,24400,12200.0,237.65104222297668
12250.0,245.0,100.0,29.0,139.9443866482579,24500,12250.0,238.3656120300293
12300.0,246.0,100.0,29.0,145.02132979830566,24600,12300.0,239.05516648292542
12350.0,247.0,100.0,30.0,147.28954555303145,24700,12350.0,239.73410153388977
12400.0,248.0,100.0,0.0,146.78311409617692,24800,12400.0,240.4153790473938
12450.0,249.0,100.0,21.0,140.41739174684116,24900,12450.0,241.1275417804718
12500.0,250.0,100.0,34.0,141.60641065245977,25000,12500.0,241.83372497558594
12550.0,251.0,100.0,26.0,137.17307246392926,25100,12550.0,242.56273102760315
12600.0,252.0,100.0,33.0,135.99744496377394,25200,12600.0,243.2980396747589
12650.0,253.0,100.0,0.0,146.77808020907187,25300,12650.0,243.9793403148651
12700.0,254.0,100.0,0.0,138.93502790424048,25400,12700.0,244.69910168647766
12750.0,255.0,100.0,0.0,140.76286331319145,25500,12750.0,245.4095160961151
12800.0,256.0,100.0,32.0,155.9109535676264,25600,12800.0,246.05090808868408
12850.0,257.0,100.0,32.0,141.19311994317675,25700,12850.0,246.75915837287903
12900.0,258.0,100.0,31.0,139.98992706299123,25800,12900.0,247.4734959602356
12950.0,259.0,100.0,36.0,158.19222847427224,25900,12950.0,248.10563850402832
13000.0,260.0,100.0,22.0,154.2782442245487,26000,13000.0,248.7538185119629
13050.0,261.0,100.0,0.0,15.306052703670789,26100,13050.0,255.28718161582947
13100.0,262.0,100.0,10.0,149.51894678416755,26200,13100.0,255.95599341392517
13150.0,263.0,100.0,0.0,146.75558603508722,26300,13150.0,256.637398481369
13200.0,264.0,100.0,36.0,145.85661949447686,26400,13200.0,257.3230035305023
13250.0,265.0,100.0,0.0,143.44944577258377,26500,13250.0,258.02011370658875
13300.0,266.0,100.0,31.0,142.15218535518355,26600,13300.0,258.7235851287842
13350.0,267.0,100.0,34.0,154.67308227023273,26700,13350.0,259.3701102733612
13400.0,268.0,100.0,34.0,149.41497625172283,26800,13400.0,260.0393874645233
13450.0,269.0,100.0,30.0,155.06375490315688,26900,13450.0,260.6842837333679
13500.0,270.0,100.0,0.0,155.81804861884035,27000,13500.0,261.3260579109192
13550.0,271.0,100.0,28.0,149.85646049260401,27100,13550.0,261.9933638572693
13600.0,272.0,100.0,12.0,148.507526102006,27200,13600.0,262.66673016548157
13650.0,273.0,100.0,0.0,138.44195761355775,27300,13650.0,263.3890550136566
13700.0,274.0,100.0,36.0,154.72894331923018,27400,13700.0,264.0353467464447
13750.0,275.0,100.0,0.0,142.80324167781987,27500,13750.0,264.73561096191406
13800.0,276.0,100.0,0.0,137.77293092801114,27600,13800.0,265.46144342422485
13850.0,277.0,100.0,34.0,142.87562512071503,27700,13850.0,266.1613531112671
13900.0,278.0,100.0,0.0,143.14786437091516,27800,13900.0,266.8599314689636
13950.0,279.0,100.0,36.0,154.35597118161346,27900,13950.0,267.5077850818634
14000.0,280.0,100.0,0.0,148.29566045654357,28000,14000.0,268.18211340904236
14050.0,281.0,100.0,38.0,14.633598665836303,28100,14050.0,275.01570296287537
14100.0,282.0,100.0,34.0,148.44251065548156,28200,14100.0,275.68936467170715
14150.0,283.0,100.0,0.0,144.12222218022492,28300,14150.0,276.38322043418884
14200.0,284.0,100.0,0.0,144.35475794108729,28400,14200.0,277.0759584903717
14250.0,285.0,100.0,29.0,142.61862687326393,28500,14250.0,277.7771291732788
14300.0,286.0,100.0,0.0,158.168784104322,28600,14300.0,278.4093656539917
14350.0,287.0,100.0,33.0,147.48365894713302,28700,14350.0,279.08740735054016
14400.0,288.0,100.0,0.0,146.99351018471336,28800,14400.0,279.76770973205566
14450.0,289.0,100.0,0.0,147.0708753799669,28900,14450.0,280.44765424728394
14500.0,290.0,100.0,33.0,143.38451819251515,29000,14500.0,281.14507961273193
14550.0,291.0,100.0,9.0,141.5255647030996,29100,14550.0,281.85166573524475
14600.0,292.0,100.0,36.0,138.3902493747484,29200,14600.0,282.57426023483276
14650.0,293.0,100.0,0.0,150.75320821556218,29300,14650.0,283.2375965118408
14700.0,294.0,100.0,14.0,149.64825931442945,29400,14700.0,283.9058301448822
14750.0,295.0,100.0,0.0,156.34537672069027,29500,14750.0,284.5454397201538
14800.0,296.0,100.0,15.0,146.0874120369532,29600,14800.0,285.22996187210083
14850.0,297.0,100.0,32.0,149.5732265499267,29700,14850.0,285.898530960083
14900.0,298.0,100.0,33.0,142.95845984160505,29800,14900.0,286.5980348587036
14950.0,299.0,100.0,36.0,149.65514731435937,29900,14950.0,287.26623797416687
15000.0,300.0,100.0,36.0,144.17339702076993,30000,15000.0,287.9598476886749
15050.0,301.0,100.0,36.0,15.182749736954579,30100,15050.0,294.5462701320648
15100.0,302.0,100.0,0.0,148.80304538092983,30200,15100.0,295.2182996273041
15150.0,303.0,100.0,0.0,158.0948575779392,30300,15150.0,295.8508315086365
15200.0,304.0,100.0,35.0,155.7034602344589,30400,15200.0,296.49307775497437
15250.0,305.0,100.0,29.0,143.61443175915613,30500,15250.0,297.189386844635
15300.0,306.0,100.0,33.0,160.10333818367263,30600,15300.0,297.81398344039917
15350.0,307.0,100.0,32.0,142.10267580204777,30700,15350.0,298.5177004337311
15400.0,308.0,100.0,30.0,152.94031420867145,30800,15400.0,299.17155051231384
15450.0,309.0,100.0,0.0,143.08101298381433,30900,15450.0,299.87045526504517
15500.0,310.0,100.0,0.0,144.11999370508602,31000,15500.0,300.5643219947815
15550.0,311.0,100.0,32.0,145.8143299997323,31100,15550.0,301.25012588500977
15600.0,312.0,100.0,0.0,137.76863182408675,31200,15600.0,301.9759805202484
15650.0,313.0,100.0,0.0,146.6884526713969,31300,15650.0,302.6576979160309
15700.0,314.0,100.0,0.0,143.59687875741898,31400,15700.0,303.35409212112427
15750.0,315.0,100.0,0.0,147.23592829842144,31500,15750.0,304.03327441215515
15800.0,316.0,100.0,0.0,153.77635850685692,31600,15800.0,304.68356943130493
15850.0,317.0,100.0,34.0,138.4237274207298,31700,15850.0,305.40598917007446
15900.0,318.0,100.0,0.0,146.5310229178312,31800,15900.0,306.0884385108948
15950.0,319.0,100.0,34.0,143.1915541541659,31900,15950.0,306.78680396080017
16000.0,320.0,100.0,0.0,149.05767125819153,32000,16000.0,307.45768570899963
16050.0,321.0,100.0,0.0,14.204934234634417,32100,16050.0,314.4974932670593
16100.0,322.0,100.0,35.0,148.97132350042318,32200,16100.0,315.16876339912415
16150.0,323.0,100.0,35.0,143.73377800532262,32300,16150.0,315.86449456214905
16200.0,324.0,100.0,35.0,148.02993983234373,32400,16200.0,316.5400333404541
16250.0,325.0,100.0,34.0,151.92394066630155,32500,16250.0,317.1982579231262
16300.0,326.0,100.0,35.0,148.79702739703185,32600,16300.0,317.8703143596649
16350.0,327.0,100.0,0.0,146.1167260520408,32700,16350.0,318.5546991825104
16400.0,328.0,100.0,34.0,142.52804819368816,32800,16400.0,319.2563154697418
16450.0,329.0,100.0,0.0,140.21657444378772,32900,16450.0,319.9694983959198
16500.0,330.0,100.0,0.0,140.99069542300865,33000,16500.0,320.67876529693604
16550.0,331.0,100.0,0.0,146.05460040386706,33100,16550.0,321.363440990448
16600.0,332.0,100.0,0.0,151.52690039761188,33200,16600.0,322.0233898162842
16650.0,333.0,100.0,36.0,147.08805004979732,33300,16650.0,322.70325541496277
16700.0,334.0,100.0,0.0,146.066044648255,33400,16700.0,323.38787722587585
16750.0,335.0,100.0,35.0,152.74632109800402,33500,16750.0,324.04255771636963
16800.0,336.0,100.0,34.0,144.31288785148342,33600,16800.0,324.7354967594147
16850.0,337.0,100.0,0.0,143.78753623138724,33700,16850.0,325.4309675693512
16900.0,338.0,100.0,0.0,158.49290744632168,33800,16900.0,326.06191086769104
16950.0,339.0,100.0,35.0,152.36395854576708,33900,16950.0,326.7182340621948
17000.0,340.0,100.0,0.0,151.27692418668397,34000,17000.0,327.3792736530304
